,1515179433,2.6,,,
,1515179734,2.6,,,
,1515180034,3.6,,,
,1515180334,3.6,,,
,1515180635,3.6,,,
,1515180935,3.6,,,
,1515181235,3.6,,,
,1515181535,3.6,,,
,1515181836,3.6,,,
,1515182136,3.6,,,
,1515182436,3.6,,,
,1515182737,3.6,,,
,1515183037,3.6,,,
,1515183337,3.6,,,
,1515183637,3.6,,,
,1515183938,3.6,,,
,1515184238,3.6,,,
,1515184538,3.6,,,
,1515184838,3.6,,,
,1515185139,3.6,,,
,1515185439,3.6,,,
,1515185739,3.1,,,
,1515186040,3.1,,,
,1515186340,3.1,,,
,1515186640,3.1,,,
,1515186941,3.1,,,
,1515187241,3.1,,,
,1515187541,4.6,,,
,1515187842,4.6,,,
,1515188142,4.6,,,
,1515188442,4.6,,,
,1515188743,4.6,,,
,1515189043,4.6,,,
,1515189343,4.1,,,
,1515189644,4.1,,,
,1515189944,4.1,,,
,1515190244,4.1,,,
,1515190544,4.1,,,
,1515190845,4.1,,,
,1515191145,4.1,,,
,1515191445,4.1,,,
,1515191746,4.1,,,
,1515192046,4.1,,,
,1515192346,4.1,,,
,1515192647,4.1,,,
,1515192947,2.1,,,
,1515193247,2.1,,,
,1515193547,2.1,,,
,1515193848,2.1,,,
,1515194148,2.1,,,
,1515194448,2.1,,,
,1515194748,4.1,,,
,1515195049,4.1,,,
,1515195349,4.1,,,
,1515195649,4.1,,,
,1515195949,4.1,,,
,1515196250,4.1,,,
,1515196550,2.6,,,
,1515196850,2.6,,,
,1515197150,2.6,,,
,1515197451,2.6,,,
,1515197751,2.6,,,
,1515198051,2.6,,,
,1515198351,3.6,,,
,1515198652,3.6,,,
,1515198952,3.6,,,
,1515199252,3.6,,,
,1515199552,3.6,,,
,1515199852,3.6,,,
,1515200153,4.1,,,
,1515200453,4.1,,,
,1515200753,4.1,,,
,1515201053,4.1,,,
,1515201353,4.1,,,
,1515201654,4.1,,,
,1515201954,4.1,,,
,1515202254,4.1,,,
,1515202554,4.1,,,
,1515202854,4.1,,,
,1515203155,4.1,,,
,1515203455,4.1,,,
,1515203755,4.6,,,
,1515204055,4.6,,,
,1515204355,4.6,,,
,1515204655,4.6,,,
,1515204955,4.6,,,
,1515205256,4.6,,,
,1515205556,3.1,,,
,1515205856,3.1,,,
,1515206156,3.1,,,
,1515206456,3.1,,,
,1515206756,3.1,,,
,1515207057,3.1,,,
,1515207357,3.1,,,
,1515207657,3.1,,,
,1515207957,3.1,,,
,1515208257,3.1,,,
,1515208557,3.1,,,
,1515208858,3.1,,,
,1515209158,5.1,,,
,1515209458,5.1,,,
,1515209758,5.1,,,
,1515210058,5.1,,,
,1515210358,5.1,,,
,1515210659,5.1,,,
,1515210959,3.6,,,
,1515211259,3.6,,,
,1515211559,3.6,,,
,1515211859,3.6,,,
,1515212159,3.6,,,
,1515212460,3.6,,,
,1515212760,3.6,,,
,1515213060,3.6,,,
,1515213360,3.6,,,
,1515213660,3.6,,,
,1515213960,3.6,,,
,1515214261,3.6,,,
,1515214561,4.6,,,
,1515214861,4.6,,,
,1515215161,4.6,,,
,1515215461,4.6,,,
,1515215761,4.6,,,
,1515216062,4.6,,,
,1515216362,6.2,,,
,1515216662,6.2,,,
,1515216962,6.2,,,
,1515217262,6.2,,,
,1515217563,6.2,,,
,1515217863,6.2,,,
,1515218163,4.1,,,
,1515218463,4.1,,,
,1515218763,4.1,,,
,1515219064,4.1,,,
,1515219364,4.1,,,
,1515219664,4.1,,,
,1515219964,5.1,,,
,1515220264,5.1,,,
,1515220564,5.1,,,
,1515220865,5.1,,,
,1515221165,5.1,,,
,1515221465,5.1,,,
,1515221765,5.7,,,
,1515222065,5.7,,,
,1515222365,5.7,,,
,1515222666,5.7,,,
,1515222966,5.7,,,
,1515223266,5.7,,,
,1515223566,5.7,,,
,1515223866,5.7,,,
,1515224166,5.7,,,
,1515224467,5.7,,,
,1515224767,5.7,,,
,1515225067,5.7,,,
,1515225367,6.2,,,
,1515225667,6.2,,,
,1515225967,6.2,,,
,1515226268,6.2,,,
,1515226568,6.2,,,
,1515226868,6.2,,,
,1515227168,5.1,,,
,1515227468,5.1,,,
,1515227768,5.1,,,
,1515228069,5.1,,,
,1515228369,5.1,,,
,1515228669,5.1,,,
,1515228969,4.6,,,
,1515229269,4.6,,,
,1515229570,4.6,,,
,1515229870,4.6,,,
,1515230170,4.6,,,
,1515230470,4.6,,,
,1515230770,4.6,,,
,1515231070,4.6,,,
,1515231371,4.6,,,
,1515231671,4.6,,,
,1515231971,4.6,,,
,1515232271,4.6,,,
,1515232571,5.1,,,
,1515232871,5.1,,,
,1515233172,5.1,,,
,1515233472,5.1,,,
,1515233772,5.1,,,
,1515234072,5.1,,,
,1515234372,5.1,,,
,1515234672,5.1,,,
,1515234973,5.1,,,
,1515235273,5.1,,,
,1515235573,5.1,,,
,1515235873,5.1,,,
,1515236173,5.1,,,
,1515236473,5.1,,,
,1515236774,5.1,,,
,1515237074,5.1,,,
,1515237374,5.1,,,
,1515237674,5.1,,,
,1515237974,5.1,,,
,1515238275,5.1,,,
,1515238575,5.1,,,
,1515238875,5.1,,,
,1515239175,5.1,,,
,1515239475,5.1,,,
,1515239776,5.1,,,
,1515240076,5.1,,,
,1515240376,5.1,,,
,1515240676,5.1,,,
,1515240977,5.1,,,
,1515241277,5.1,,,
,1515241577,4.1,,,
,1515241877,4.1,,,
,1515242177,4.1,,,
,1515242478,4.1,,,
,1515242778,4.1,,,
,1515243078,4.1,,,
,1515243379,5.1,,,
,1515243679,5.1,,,
,1515243979,5.1,,,
,1515244280,5.1,,,
,1515244580,5.1,,,
,1515244880,5.1,,,
,1515245180,4.6,,,
,1515245481,4.6,,,
